incident_id,date,region,asset_id,asset_type,attack_type,severity,vulnerability_score,threat_intel_score,response_time_hours,recovery_time_hours,downtime_hours,financial_loss,security_protocol_score,mitigation_action,mitigation_status,energy_supply_impact,month_year,cohort_month,severity_weight,downtime_score,financial_loss_score,risk_score,risk_level,anomaly_flag,rfm_recency_score,rfm_frequency_score,rfm_magnitude_score,asset_segment,mitigation_effectiveness
531FEBD3,2022-01-04 01:45:48,East,AST-0029,Control Center,Malware,High,42,23,14.2,134.36774251165593,117.9,38552.91067117824,10,Blocked IP,Failed,Major Outage,2022-01,2022-01,3,9.329745984015194,0.2290023666624137,34.55,Low,False,5,2,5,High-Impact Anomalies,36.05
A46F31FE,2022-01-04 14:43:08,East,AST-0024,Transmission Line,Man-in-the-Middle,Critical,95,82,33.6,252.7,244.6,503982.04,71,No Action,Pending,Major Outage,2022-01,2022-01,4,19.35585977684577,2.993628182829601,73.7,High,False,3,4,2,Standard Monitoring,60.65
30E6B50A,2022-01-04 22:19:55,East,AST-0389,Substation,Man-in-the-Middle,Medium,43,9,1.3,39.7,38.3,8931.02,6,Blocked IP,Successful,No Impact,2022-01,2022-01,2,3.0307826224578616,0.05304981338901447,25.61,Low,False,5,5,5,High-Risk Repeat Targets,99.64
983A1BCB,2022-01-04 23:16:26,Central,AST-0343,SCADA System,DDoS,Low,50,5,4.0,6.4,4.4,4261.64,15,Malware Removed,Successful,No Impact,2022-01,2022-01,1,0.3481839044076917,0.02531392906198392,21.51,Low,False,3,3,2,Standard Monitoring,98.89
DDA776EF,2022-01-05 00:16:53,West,AST-0410,SCADA System,Phishing,Low,72,44,0.4,7.9,4.5,3847.16,36,Blocked IP,Successful,No Impact,2022-01,2022-01,1,0.356097174962412,0.02285193853307695,39.8,Low,False,3,5,4,High-Risk Repeat Targets,99.89
36C295A7,2022-01-05 13:15:35,Central,AST-0418,Transmission Line,Ransomware,Critical,4,37,15.8,261.6677901116387,232.1,1337428.5243491288,90,Blocked IP,Failed,Major Outage,2022-01,2022-01,4,18.366700957505735,7.944258733925831,33.89,Low,False,1,1,2,Low-Impact Nuisances,35.61
FCFBF46C,2022-01-05 14:39:19,West,AST-0310,Smart Meter,Ransomware,Low,12,79,2.1,10.3,7.7,1889.04,44,Patch Applied,Successful,No Impact,2022-01,2022-01,1,0.6093218327134605,0.01122080338912956,32.3,Low,False,2,5,4,High-Risk Repeat Targets,99.42
1D162FDA,2022-01-05 18:09:35,South,AST-0193,Control Center,Man-in-the-Middle,Critical,70,32,23.0,165.7,120.4,1413239.99,65,Malware Removed,Successful,Major Outage,2022-01,2022-01,4,9.527577747883202,8.3945750589958,52.28,Medium,False,1,2,2,Low-Impact Nuisances,93.6
CEDDCE0B,2022-01-06 02:37:17,South,AST-0328,Transmission Line,Insider Threat,Critical,45,51,52.0,84.1,64.6,697575.27,58,Password Reset,Successful,Major Outage,2022-01,2022-01,4,5.111972778349291,4.143562314079621,49.63,Medium,True,4,3,3,Standard Monitoring,85.54
372168E7,2022-01-06 10:40:19,South,AST-0104,SCADA System,Insider Threat,Low,57,71,3.1,1.0,0.8,1603.02,48,Patch Applied,Successful,No Impact,2022-01,2022-01,1,0.06330616443776213,0.009521858853620075,43.4,Medium,False,2,3,4,High-Impact Anomalies,99.14
6955A8CD,2022-01-06 17:12:04,West,AST-0196,Substation,Malware,Low,75,79,2.8,2.654536433094365,2.5,7547.019473484924,7,Malware Removed,Failed,No Impact,2022-01,2022-01,1,0.19783176386800666,0.044828919284878255,51.21,Medium,False,3,1,4,High-Impact Anomalies,39.22
ADC3EF5C,2022-01-06 17:40:47,East,AST-0183,Smart Meter,Phishing,Low,88,57,0.7,6.5,4.2,1712.33,100,Password Reset,Successful,No Impact,2022-01,2022-01,1,0.33235736329825116,0.010171154802073127,48.5,Medium,False,3,3,5,High-Impact Anomalies,99.81
6D9BD8CB,2022-01-06 20:20:08,South,AST-0333,SCADA System,Man-in-the-Middle,Critical,38,18,66.7,175.1,95.7,404372.06,55,Malware Removed,Pending,Major Outage,2022-01,2022-01,4,7.572999920867295,2.4019498694137242,37.28,Low,True,4,3,2,Standard Monitoring,51.45
EA670C85,2022-01-07 00:12:43,South,AST-0013,Control Center,Ransomware,Medium,99,100,8.4,26.3,17.0,24452.16,99,Blocked IP,Successful,Minor Disruption,2022-01,2022-01,2,1.3452559943024451,0.14524461091323546,69.73,Medium,False,1,1,1,Low-Impact Nuisances,97.66
F4139AEC,2022-01-07 12:53:15,West,AST-0065,SCADA System,Phishing,Medium,41,17,1.0,34.7,30.9,8384.18,58,System Isolation,Successful,Minor Disruption,2022-01,2022-01,2,2.445200601408562,0.04980161106121219,27.41,Low,False,1,2,1,Low-Impact Nuisances,99.72
868B8A6F,2022-01-07 13:19:39,South,AST-0210,Substation,Malware,Critical,35,82,21.9,179.63382402022094,104.5,2774479.6997331856,21,Password Reset,Failed,Major Outage,2022-01,2022-01,4,8.269367729682678,16.480271046583077,58.4,Medium,False,3,5,5,High-Risk Repeat Targets,33.91
1C3C1D2F,2022-01-07 13:37:35,West,AST-0018,Substation,DDoS,Medium,29,53,6.0,41.9,22.1,9670.85,64,Blocked IP,Successful,No Impact,2022-01,2022-01,2,1.7488327925931788,0.05744436669195126,34.61,Low,False,4,4,4,High-Risk Repeat Targets,98.33
9F1125B8,2022-01-07 14:29:48,North,AST-0319,SCADA System,Phishing,High,82,28,22.8,183.71937482098414,147.5,697433.1774758603,20,Malware Removed,Successful,Major Outage,2022-01,2022-01,3,11.672074068212392,4.14271829157272,48.83,Medium,False,5,4,5,High-Risk Repeat Targets,93.66
F6F82ED9,2022-01-07 18:13:24,South,AST-0479,Transmission Line,Malware,Medium,35,63,6.5,39.87794168053628,34.7,9863.136080808168,98,No Action,Failed,Minor Disruption,2022-01,2022-01,2,2.7459048824879324,0.05858653642219241,39.41,Low,False,2,4,5,High-Risk Repeat Targets,38.19
7E5ACC16,2022-01-07 18:44:02,West,AST-0132,Control Center,Insider Threat,Critical,33,64,55.4,137.50698580445015,74.2,2805620.3067544866,4,Password Reset,Failed,Major Outage,2022-01,2022-01,4,5.871646751602437,16.665244699234247,52.43,Medium,True,4,5,5,High-Risk Repeat Targets,24.59
F0DF73CB,2022-01-07 18:52:37,West,AST-0021,SCADA System,DDoS,Critical,84,26,20.4,325.3,182.9,1074918.95,69,System Isolation,Successful,Major Outage,2022-01,2022-01,4,14.473371844583365,6.384964954262265,54.28,Medium,False,3,4,5,High-Risk Repeat Targets,94.33
0B04A469,2022-01-07 19:38:07,Central,AST-0398,Control Center,Man-in-the-Middle,Medium,97,76,6.8,37.7,24.6,23314.45,87,System Isolation,Successful,No Impact,2022-01,2022-01,2,1.9466645564611855,0.1384866702535106,61.93,Medium,False,2,3,4,High-Impact Anomalies,98.11
198C1E9F,2022-01-07 20:00:55,Central,AST-0114,Control Center,Ransomware,Medium,83,66,7.2,30.4,18.3,11033.83,69,Malware Removed,Successful,Minor Disruption,2022-01,2022-01,2,1.4481285115138087,0.06554039991693103,54.71,Medium,False,5,5,1,Standard Monitoring,98.0
8C8E8167,2022-01-07 20:49:24,Central,AST-0319,Transmission Line,Phishing,High,19,80,4.6,44.851705448534226,35.9,63783.729916395045,56,Malware Removed,Failed,Major Outage,2022-01,2022-01,3,2.8408641291445753,0.3788721746586679,44.78,Medium,False,5,4,5,High-Risk Repeat Targets,38.72
4E4BD15A,2022-01-08 00:49:41,South,AST-0024,Control Center,Ransomware,Low,3,87,1.0,2.4,2.3,371.14,13,No Action,Successful,No Impact,2022-01,2022-01,1,0.1820052227585661,0.0022045530903747643,32.0,Low,False,3,4,2,Standard Monitoring,99.72
0336A938,2022-01-08 03:11:19,South,AST-0088,Control Center,Insider Threat,Critical,73,27,35.4,179.16001972595168,131.7,2980821.932464787,17,Blocked IP,Failed,Major Outage,2022-01,2022-01,4,10.421777320566589,17.70593361823604,53.54,Medium,False,1,1,3,Standard Monitoring,30.15
F8B4755C,2022-01-08 04:45:48,West,AST-0118,Substation,Ransomware,High,12,37,21.4,52.9,39.5,61826.84,78,Patch Applied,Successful,Major Outage,2022-01,2022-01,3,3.1257418691145045,0.36724834614998675,29.77,Low,False,3,4,2,Standard Monitoring,94.05
EB3D6438,2022-01-08 13:36:45,South,AST-0206,Smart Meter,Phishing,Medium,55,31,8.6,32.0,17.0,22830.22,40,Malware Removed,Successful,No Impact,2022-01,2022-01,2,1.3452559943024451,0.1356103682032003,35.83,Low,False,4,2,5,High-Impact Anomalies,97.61
21ACF95C,2022-01-08 21:29:18,West,AST-0101,Substation,DDoS,Medium,77,15,2.7,20.5,16.1,5670.91,26,Malware Removed,Successful,No Impact,2022-01,2022-01,2,1.274036559309963,0.03368492257837246,37.61,Low,False,2,3,4,High-Impact Anomalies,99.25
BAC7CAAA,2022-01-08 23:17:41,North,AST-0177,Substation,Phishing,High,33,61,11.8,55.7,30.0,87814.62,2,Blocked IP,Pending,Minor Disruption,2022-01,2022-01,3,2.3739811664160797,0.5216144632782389,43.3,Medium,False,1,4,3,Dormant Threats (Historically frequent),66.72
26B81D4C,2022-01-09 03:26:18,West,AST-0481,Control Center,Ransomware,Low,68,43,0.5,2.9,2.8,3356.2,19,Blocked IP,Successful,No Impact,2022-01,2022-01,1,0.22157157553216741,0.019935660618407566,38.3,Low,False,1,3,1,Standard Monitoring,99.86
7C942A5B,2022-01-09 07:08:45,West,AST-0137,Substation,Ransomware,High,16,94,5.3,89.3,52.5,102019.63,84,Patch Applied,Successful,Major Outage,2022-01,2022-01,3,4.1544670412281395,0.6059915142409604,48.12,Medium,False,3,5,2,Standard Monitoring,98.53
FBF563A6,2022-01-09 08:09:21,South,AST-0424,Substation,Insider Threat,Low,57,46,2.6,7.8,5.2,1900.6,25,Password Reset,Successful,No Impact,2022-01,2022-01,1,0.41149006884545386,0.011289469212605154,35.9,Low,False,1,2,1,Low-Impact Nuisances,99.28
3864D56D,2022-01-09 11:08:43,Central,AST-0255,Control Center,Insider Threat,Low,3,38,2.9,6.5,4.2,453.82,12,Malware Removed,Successful,No Impact,2022-01,2022-01,1,0.33235736329825116,0.0026956681669285864,17.3,Low,False,2,5,1,Dormant Threats (Historically frequent),99.19
6E2BEAE2,2022-01-09 11:58:40,East,AST-0297,Transmission Line,Phishing,Critical,18,52,9.0,91.06734517267788,74.7,1482443.256073124,8,System Isolation,Failed,Major Outage,2022-01,2022-01,4,5.9112131043760385,8.805639008140416,42.76,Medium,False,3,2,2,Low-Impact Nuisances,37.5
9C544D93,2022-01-10 00:37:19,East,AST-0149,Transmission Line,Insider Threat,Critical,53,19,12.6,166.2,119.0,935840.58,51,Blocked IP,Successful,Major Outage,2022-01,2022-01,4,9.416791960117116,5.558846372627881,42.71,Medium,False,5,5,2,Standard Monitoring,96.5
10156FC8,2022-01-10 03:04:32,East,AST-0095,Transmission Line,Malware,Medium,61,5,10.5,51.93709799727422,28.0,35769.97610941264,87,System Isolation,Failed,No Impact,2022-01,2022-01,2,2.2157157553216744,0.21247187415702196,29.84,Low,False,3,1,1,Low-Impact Nuisances,37.08
F40DFE31,2022-01-10 07:41:21,East,AST-0275,Smart Meter,Ransomware,Low,97,12,0.9,3.4,2.0,2826.93,72,Password Reset,Successful,No Impact,2022-01,2022-01,1,0.1582654110944053,0.01679182321434804,37.7,Low,False,2,3,3,Standard Monitoring,99.75
2514318F,2022-01-10 15:53:40,East,AST-0394,Control Center,Malware,Medium,54,44,1.5,38.8,22.2,17911.26,54,Password Reset,Successful,No Impact,2022-01,2022-01,2,1.756746063147899,0.1063919911233117,39.42,Low,False,5,4,2,Standard Monitoring,99.58
F53D1162,2022-01-10 17:06:56,Central,AST-0329,Substation,DDoS,Low,57,22,3.1,8.1,4.6,1638.91,33,System Isolation,Successful,No Impact,2022-01,2022-01,1,0.3640104455171322,0.009735043663701313,28.7,Low,False,2,3,1,Standard Monitoring,99.14
70B1CCD4,2022-01-10 18:39:14,West,AST-0230,SCADA System,Phishing,Medium,53,99,1.1,9.8,6.2,20101.17,4,Patch Applied,Successful,Minor Disruption,2022-01,2022-01,2,0.49062277439265645,0.11939994730734628,55.62,Medium,False,5,5,5,High-Risk Repeat Targets,99.69
CAB5544B,2022-01-10 21:02:50,North,AST-0037,Transmission Line,Ransomware,Low,53,41,2.0,1.5,1.3,1536.85,71,System Isolation,Successful,No Impact,2022-01,2022-01,1,0.10287251721136347,0.0091288123536737,33.2,Low,False,1,1,1,Low-Impact Nuisances,99.44
30397A98,2022-01-11 01:29:58,East,AST-0352,Control Center,Ransomware,Low,38,58,0.5,6.7,4.6,3692.94,37,Patch Applied,Successful,No Impact,2022-01,2022-01,1,0.3640104455171322,0.021935879424391288,33.8,Low,False,4,5,4,High-Risk Repeat Targets,99.86
3ED772DF,2022-01-11 01:58:22,South,AST-0210,Smart Meter,DDoS,Medium,82,76,7.8,4.5,2.5,8143.32,80,System Isolation,Successful,No Impact,2022-01,2022-01,2,0.19783176386800666,0.04837091467346722,57.41,Medium,False,3,5,5,High-Risk Repeat Targets,97.83
1A6DE9D8,2022-01-11 03:56:45,East,AST-0204,Control Center,Phishing,High,98,36,20.9,29.6,15.8,65442.39,67,System Isolation,Successful,Major Outage,2022-01,2022-01,3,1.250296747645802,0.3887245328339995,55.28,Medium,False,2,2,1,Low-Impact Nuisances,94.19
DD58824D,2022-01-11 09:14:54,West,AST-0289,Control Center,Ransomware,High,45,55,6.9,72.2,49.0,43316.65,97,Patch Applied,Pending,Major Outage,2022-01,2022-01,3,3.8775025718129306,0.25729874069672376,45.05,Medium,False,1,2,2,Low-Impact Nuisances,68.08
99BB6380,2022-01-11 11:56:15,East,AST-0267,SCADA System,Malware,High,91,51,12.0,107.6,54.1,72199.3,45,No Action,Pending,Minor Disruption,2022-01,2022-01,3,4.281079370103664,0.4288602412509962,57.69,Medium,False,1,5,4,High-Risk Repeat Targets,66.66
87DE3C77,2022-01-11 13:27:24,West,AST-0277,Transmission Line,Malware,High,62,34,20.0,45.4,44.9,86837.77,52,Password Reset,Successful,Minor Disruption,2022-01,2022-01,3,3.5530584790693993,0.5158120229960473,43.9,Medium,False,3,5,4,High-Risk Repeat Targets,94.44
6A44A6D4,2022-01-11 15:43:10,North,AST-0389,Transmission Line,Man-in-the-Middle,Medium,16,89,10.7,39.2,35.9,11533.0,71,Blocked IP,Successful,No Impact,2022-01,2022-01,2,2.8408641291445753,0.0685054448221484,41.51,Medium,False,5,5,5,High-Risk Repeat Targets,97.02
C8C14C48,2022-01-12 00:11:42,North,AST-0038,Control Center,Insider Threat,Critical,48,32,58.1,137.9,78.2,1654052.47,66,Malware Removed,Successful,Major Outage,2022-01,2022-01,4,6.188177573791248,9.824989180310698,45.96,Medium,True,3,5,5,High-Risk Repeat Targets,83.84
9726A8A0,2022-01-12 03:42:34,Central,AST-0355,Control Center,Phishing,Low,1,58,1.5,9.7,5.0,2604.01,61,Malware Removed,Successful,No Impact,2022-01,2022-01,1,0.3956635277360133,0.01546768953189306,22.7,Low,False,5,3,3,Standard Monitoring,99.58
F37560EA,2022-01-12 07:31:10,West,AST-0350,Control Center,Insider Threat,Low,66,8,1.8,2.665525773869712,2.4,6203.226304481249,18,Password Reset,Failed,No Impact,2022-01,2022-01,1,0.18991849331328636,0.03684685487912423,27.21,Low,False,2,1,1,Low-Impact Nuisances,39.5
29296C6B,2022-01-12 07:50:39,North,AST-0364,SCADA System,Malware,Medium,62,14,2.0,52.14699250187224,39.5,29213.484051309402,42,Patch Applied,Failed,No Impact,2022-01,2022-01,2,3.1257418691145045,0.17352663831957763,32.83,Low,False,4,3,5,High-Impact Anomalies,39.44
3009F4B5,2022-01-12 08:03:11,Central,AST-0461,Transmission Line,Ransomware,Low,1,90,1.8,6.4,3.4,3187.55,17,No Action,Pending,No Impact,2022-01,2022-01,1,0.269051198860489,0.018933888029379967,32.3,Low,False,5,4,1,Standard Monitoring,69.5
22AB56CB,2022-01-12 12:20:41,North,AST-0257,Smart Meter,Phishing,Low,67,70,0.2,10.3,9.3,2279.3,68,Blocked IP,Successful,No Impact,2022-01,2022-01,1,0.7359341615889848,0.01353892832594493,46.1,Medium,False,2,4,4,High-Risk Repeat Targets,99.94
38C2E57A,2022-01-12 13:41:10,South,AST-0481,Substation,Insider Threat,Medium,85,6,6.8,14.5,7.9,15027.69,47,Malware Removed,Successful,Minor Disruption,2022-01,2022-01,2,0.625148373822901,0.08926372913373376,37.32,Low,False,1,3,1,Standard Monitoring,98.11
08D77005,2022-01-12 17:28:56,South,AST-0187,Transmission Line,Phishing,Critical,98,87,54.3,98.8,85.3,223119.67,32,Malware Removed,Successful,Major Outage,2022-01,2022-01,4,6.750019783176386,1.3253197122969704,75.77,High,True,4,5,5,High-Risk Repeat Targets,84.9
A6AD44A1,2022-01-12 23:27:29,West,AST-0211,Control Center,Malware,Low,20,16,3.8,9.4,6.2,3562.17,71,Malware Removed,Successful,No Impact,2022-01,2022-01,1,0.49062277439265645,0.02115911214619894,15.8,Low,False,4,3,1,Standard Monitoring,98.94
0329BCAD,2022-01-13 01:55:02,East,AST-0180,Substation,Insider Threat,High,55,38,15.3,73.8,69.4,72138.44,8,Password Reset,Successful,Minor Disruption,2022-01,2022-01,3,5.491809764975865,0.4284987358862276,42.99,Medium,False,4,5,4,High-Risk Repeat Targets,95.74
BD643621,2022-01-13 03:42:13,West,AST-0137,Smart Meter,DDoS,Medium,80,27,4.6,25.0,15.1,10379.32,68,Password Reset,Successful,Minor Disruption,2022-01,2022-01,2,1.19490385376276,0.06165264315888505,42.11,Medium,False,3,5,2,Standard Monitoring,98.72
2A6A167E,2022-01-13 07:44:51,Central,AST-0432,Substation,Ransomware,Critical,64,21,35.5,104.6,96.8,1653921.07,54,Password Reset,Successful,Major Outage,2022-01,2022-01,4,7.660045896969217,9.824208670863925,47.46,Medium,False,5,5,5,High-Risk Repeat Targets,90.13
2E8BA5AD,2022-01-13 09:44:59,East,AST-0431,Transmission Line,Man-in-the-Middle,High,80,53,19.6,46.9,46.0,39617.44,31,Patch Applied,Successful,Major Outage,2022-01,2022-01,3,3.6401044551713224,0.2353256177850321,54.95,Medium,False,3,2,2,Low-Impact Nuisances,94.55
814E85A2,2022-01-13 13:54:22,South,AST-0232,Control Center,Malware,Low,20,97,3.9,11.429781461327577,9.4,1713.2738404376023,82,Blocked IP,Failed,No Impact,2022-01,2022-01,1,0.743847432143705,0.01017676116720094,40.1,Medium,False,5,2,3,Standard Monitoring,38.92
8EBF8B70,2022-01-13 16:33:15,West,AST-0125,Smart Meter,DDoS,Critical,17,38,43.8,342.9967285415281,311.5,2157624.0020400365,33,Blocked IP,Failed,Major Outage,2022-01,2022-01,4,24.649837777953625,12.816178966331112,39.06,Low,False,1,1,3,Standard Monitoring,27.82
7D3B0F18,2022-01-13 21:47:25,North,AST-0190,Transmission Line,Insider Threat,Critical,93,2,35.5,281.9,213.2,1397544.39,98,No Action,Successful,Major Outage,2022-01,2022-01,4,16.871092822663606,8.301343977772309,50.16,Medium,False,5,1,4,High-Impact Anomalies,90.13
FAF6CB2A,2022-01-13 23:13:30,East,AST-0370,Substation,Ransomware,Critical,70,3,65.0,114.6,64.4,1065499.67,7,System Isolation,Successful,Major Outage,2022-01,2022-01,4,5.096146237239852,6.329014900823925,43.17,Medium,True,2,3,5,High-Impact Anomalies,81.92
2FE2092F,2022-01-14 01:33:48,West,AST-0490,Substation,Insider Threat,High,3,90,10.8,75.3,44.7,128047.55,65,Patch Applied,Successful,Minor Disruption,2022-01,2022-01,3,3.537231937959959,0.7605960609673362,43.05,Medium,False,1,4,3,Dormant Threats (Historically frequent),97.0
B624BCF2,2022-01-14 02:53:27,West,AST-0481,Transmission Line,Man-in-the-Middle,Medium,73,88,6.8,24.241758865107474,23.5,21905.64220625584,45,Password Reset,Failed,Minor Disruption,2022-01,2022-01,2,1.8596185803592624,0.13011842221923045,58.33,Medium,False,1,3,1,Standard Monitoring,38.11
1F4E95EA,2022-01-14 08:52:37,South,AST-0284,Transmission Line,Phishing,Low,8,83,1.6,1.9,1.0,1860.49,58,Password Reset,Successful,No Impact,2022-01,2022-01,1,0.07913270554720266,0.011051217812985249,32.3,Low,False,5,5,3,Standard Monitoring,99.55
848CDCD2,2022-01-14 13:54:55,North,AST-0400,Transmission Line,Ransomware,High,65,60,19.7,90.32608809071789,89.0,64143.73968449067,28,Password Reset,Failed,Minor Disruption,2022-01,2022-01,3,7.042810793701036,0.38101061472662157,52.58,Medium,False,1,5,5,High-Risk Repeat Targets,34.52
A744444E,2022-01-14 15:07:20,East,AST-0348,Control Center,Insider Threat,Low,9,37,2.5,4.5,3.4,714.48,42,No Action,Successful,No Impact,2022-01,2022-01,1,0.269051198860489,0.004243975567200953,18.8,Low,False,3,4,4,High-Risk Repeat Targets,99.3
8AD8F6F1,2022-01-14 16:13:42,South,AST-0246,Smart Meter,Insider Threat,Low,10,97,1.2,10.6,5.5,747.96,4,Password Reset,Successful,No Impact,2022-01,2022-01,1,0.4352298805096146,0.004442845097474562,37.1,Low,False,5,2,1,Low-Impact Nuisances,99.67
DA46AB10,2022-01-14 18:12:28,North,AST-0130,Transmission Line,Insider Threat,High,62,52,7.0,31.3,17.9,30158.27,96,System Isolation,Successful,Major Outage,2022-01,2022-01,3,1.4164754292949273,0.17913861973610107,49.24,Medium,False,3,3,3,Standard Monitoring,98.05
5CEADA56,2022-01-14 18:29:10,South,AST-0353,Smart Meter,DDoS,Medium,18,20,5.0,6.8,3.9,15350.38,65,Patch Applied,Successful,Minor Disruption,2022-01,2022-01,2,0.3086175516340904,0.09118049164042402,21.42,Low,False,1,3,3,Standard Monitoring,98.61
8588A773,2022-01-15 05:46:38,North,AST-0149,Control Center,Man-in-the-Middle,Medium,37,15,6.6,24.9,22.5,8939.02,93,Patch Applied,Successful,No Impact,2022-01,2022-01,2,1.7804858748120596,0.05309733299003564,25.61,Low,False,5,5,2,Standard Monitoring,98.16
DAA7835A,2022-01-15 09:11:11,West,AST-0410,SCADA System,Insider Threat,Medium,98,100,8.1,16.4,11.0,24706.34,28,Password Reset,Successful,Minor Disruption,2022-01,2022-01,2,0.8704597610192292,0.14675442743668066,69.43,Medium,False,3,5,4,High-Risk Repeat Targets,97.75
23E4BABD,2022-01-15 13:54:09,West,AST-0417,Transmission Line,DDoS,Critical,2,7,60.6,261.6,219.8,490803.26,11,Password Reset,Successful,Major Outage,2022-01,2022-01,4,17.393368679275145,2.915346886886374,23.28,Low,True,1,3,2,Standard Monitoring,83.14
00B25357,2022-01-15 14:18:38,South,AST-0222,Control Center,Phishing,Medium,37,13,10.0,27.0,15.0,18258.19,9,Blocked IP,Successful,No Impact,2022-01,2022-01,2,1.1869905832080399,0.10845273802109613,25.02,Low,False,3,4,2,Standard Monitoring,97.22
0D81D377,2022-01-15 16:09:30,South,AST-0490,Control Center,Ransomware,Critical,82,57,36.1,170.3,141.1,739193.42,91,Password Reset,Successful,Major Outage,2022-01,2022-01,4,11.165624752710295,4.3907720494845375,62.58,Medium,False,1,4,3,Dormant Threats (Historically frequent),89.96
1CB417A8,2022-01-15 17:03:54,North,AST-0472,Smart Meter,Man-in-the-Middle,High,5,24,20.6,47.4,31.5,120113.98,85,Blocked IP,Successful,Minor Disruption,2022-01,2022-01,3,2.4926802247368833,0.7134710508331429,23.84,Low,False,3,4,3,Standard Monitoring,94.27
